,year,odometer,numtype,numdrive,numcylinders,nummodel,price
6661,2001,164000.0,1,2,1,44,4000
6662,2003,90000.0,6,1,0,36,3995
6663,2006,127858.0,6,1,1,52,3250
6664,2011,95672.0,0,0,1,19,13995
6665,2009,97186.0,0,0,0,21,8995
6666,2010,97327.0,6,1,0,40,7995
6667,2009,66844.0,0,0,0,19,9500
6668,2011,80474.0,0,0,1,21,9988
6669,2014,17317.0,4,1,0,63,20995
6670,2006,129055.0,5,1,0,27,5895
6671,2012,105500.0,7,2,2,11,12495
6672,2014,91013.0,7,2,2,11,15495
6673,2017,104000.0,7,2,0,57,14995
6674,2013,99000.0,7,2,2,12,14995
6675,2013,99000.0,7,2,2,12,14995
6676,2009,129351.0,0,0,1,26,7900
6677,2011,105066.0,5,0,2,27,16500
6678,2008,177440.0,6,1,1,40,4500
6679,2014,46000.0,5,0,2,27,24500
6680,2010,152000.0,5,0,2,27,11995
6681,2006,85000.0,0,0,0,21,4995
6682,2015,66517.0,6,1,0,36,8999
6683,2007,167000.0,6,1,1,40,4000
6684,2003,147055.0,0,0,1,27,2795
6685,2012,130250.0,6,1,1,40,6800
6686,2004,76650.0,6,1,0,36,4995
6687,2010,111971.0,0,0,1,19,8500
6688,2017,72849.0,0,0,1,24,29900
6689,2012,110000.0,3,1,0,33,6240
6690,2008,142000.0,5,0,2,28,10800
6691,2014,63000.0,5,0,2,27,12995
6692,2016,31000.0,6,1,0,36,6999
6693,2013,37765.0,3,1,0,5,13500
6694,2010,105000.0,5,2,2,27,11995
6695,2008,117000.0,6,1,1,40,3800
6696,2012,71180.0,7,2,2,18,14900
6697,2011,95672.0,0,0,1,19,13995
6698,2009,97186.0,0,0,0,21,8995
6699,2010,97327.0,6,1,0,40,7995
6700,2010,152000.0,5,0,2,27,11995
6701,2005,92000.0,0,0,1,21,5500
6702,2012,97000.0,6,1,0,36,2500
6703,2005,172261.0,0,0,1,26,5995
6704,2013,63000.0,7,1,0,71,14795
6705,2003,69000.0,7,2,0,36,4500
6706,2008,142358.0,0,0,1,26,5400
6707,2009,122000.0,6,1,0,40,3900
6708,2010,152000.0,5,0,2,27,11995
6709,2014,115000.0,0,0,1,19,14445
6710,2013,117787.0,3,1,0,36,5995
6711,2014,161678.0,0,0,0,21,7200
6712,2013,114478.0,6,1,0,40,8500
6713,2013,114217.0,6,1,0,40,8500
6714,2009,187658.0,0,0,1,21,3499
6715,2010,111971.0,0,0,1,19,8500
6716,2003,149055.0,5,0,2,27,2595
6717,2004,124000.0,0,0,2,26,8000
6718,2002,126000.0,6,1,1,52,3200
6719,2012,130000.0,0,0,1,21,6000
6720,2011,95672.0,0,0,1,19,13995
6721,2011,112537.0,0,0,1,26,12995
6722,2009,97186.0,0,0,0,21,8995
6723,2010,97327.0,6,1,0,40,7995
6724,2017,39665.0,7,2,1,49,22900
6725,2010,152000.0,5,0,2,27,11995
6726,2012,85953.0,7,2,2,13,19500
6727,2016,53600.0,5,0,1,27,29995
6728,2010,152000.0,5,0,2,27,11995
6729,2008,147000.0,6,1,0,36,3695
6730,2017,12634.0,2,1,0,36,8995
6731,2012,118000.0,7,2,2,13,12995
6732,2013,129400.0,7,2,2,11,13995
6733,2014,145114.0,7,2,2,18,15000
6734,2016,135808.0,7,2,1,50,18500
6735,2017,107449.0,7,2,1,49,18000
6736,2016,75809.0,6,2,2,10,14500
6737,2015,36874.0,7,2,1,51,27500
6738,2008,135076.0,7,2,2,18,12999
6739,2014,227184.0,7,2,2,11,8995
6740,2013,53891.0,0,0,1,26,17900
6741,2009,148000.0,6,1,0,36,4600
6742,2012,99850.0,6,1,1,40,6300
6743,2011,91000.0,0,0,2,24,9000
6744,2010,152000.0,5,0,2,27,11995
6745,2012,97000.0,6,1,0,40,7900
6746,2010,111971.0,0,0,1,19,8500
6747,2010,127850.0,6,1,0,36,2500
6748,2016,33000.0,3,1,0,36,6500
6749,2016,33000.0,3,1,0,36,6500
6750,2014,55000.0,6,0,0,40,15000
6751,2005,236432.0,5,0,2,27,4500
6752,2004,241690.0,0,0,2,24,3995
6753,2008,200000.0,7,2,2,18,6500
6754,2004,139457.0,4,2,1,37,4400
6755,2015,82218.0,7,2,1,49,18000
6756,2008,103600.0,0,0,1,26,8750
6757,2006,142000.0,5,0,2,29,6500
6758,2014,51842.0,6,1,0,33,8500
6759,2009,63408.0,0,0,0,21,8999
6760,2012,129500.0,6,1,0,36,4600
6761,2004,139000.0,0,0,1,21,3000
6762,2004,99800.0,0,0,1,26,4000
6763,2005,75500.0,1,1,2,53,19995
6764,2002,136000.0,5,0,1,27,2000
6765,2011,173323.0,0,0,0,21,3500
6766,2007,160000.0,6,1,1,52,2995
6767,2003,143000.0,0,0,0,21,1800
6768,2007,130000.0,6,1,0,36,3950
6769,2010,136000.0,6,1,0,40,5500
6770,2016,94519.0,0,0,0,21,13700
6771,2002,9344.0,1,2,2,53,25000
6772,2013,129000.0,0,0,1,26,13800
6773,2007,130000.0,6,1,0,36,3950
6774,2004,220000.0,5,0,2,28,2800
6775,2015,90617.0,0,0,1,26,18800
6776,2010,32988.0,7,2,2,18,18990
6777,2008,98000.0,2,1,0,36,3995
6778,2004,176000.0,2,0,2,27,2300
6779,2007,60649.0,7,0,2,12,6500
6780,2011,124000.0,6,0,1,40,7295
6781,2009,106000.0,6,1,0,36,5900
6782,2014,98000.0,0,0,0,21,11595
6783,2018,43000.0,0,0,0,21,16495
6784,2007,155000.0,6,1,0,36,3900
6785,2008,91000.0,6,1,0,40,6195
6786,2007,109000.0,6,0,1,21,5500
6787,2010,92000.0,6,1,1,52,7995
6788,2011,140000.0,3,1,0,33,4600
6789,2014,144000.0,0,0,0,21,9995
6790,2014,164000.0,6,1,0,40,7995
6791,2006,186488.0,0,0,1,26,5500
6792,2010,63000.0,0,0,2,27,28000
6793,2012,106330.0,6,1,0,36,5999
6794,2013,106000.0,0,0,2,24,25995
6795,2002,41433.0,3,1,0,36,6995
6796,2007,139791.0,8,0,2,24,11995
6797,2002,158000.0,8,1,0,36,3299
6798,2017,39269.0,6,1,0,36,19995
6799,2014,97000.0,5,0,1,27,23995
6800,2013,118000.0,5,0,1,27,24995
6801,2013,141000.0,0,0,1,19,8895
6802,2016,44000.0,6,1,0,33,16995
6803,2013,78000.0,2,2,2,44,18000
6804,2010,59000.0,5,0,2,28,25995
6805,2013,141000.0,0,0,1,19,8995
6806,2008,122000.0,6,1,1,52,4995
6807,2009,140743.0,6,0,2,28,12500
6808,2003,123000.0,1,2,1,44,2950
6809,2011,101000.0,0,0,1,21,7900
6810,2010,113000.0,6,1,1,52,7495
6811,2015,46813.0,5,0,2,28,28000
6812,2011,101000.0,0,0,1,21,7900
6813,2008,116000.0,7,2,2,11,8500
6814,2012,90000.0,0,0,1,21,8495
6815,2013,142000.0,0,0,0,21,8495
6816,2006,106000.0,6,2,2,10,5700
6817,2011,104000.0,6,2,2,10,5995
6818,2010,100000.0,0,0,0,21,6300
6819,2010,89000.0,6,1,0,36,5795
6820,2001,147000.0,7,2,2,12,2200
6821,2015,103000.0,0,0,0,26,18000
6822,2007,105000.0,0,1,0,21,1950
6823,2005,135000.0,0,1,2,24,2650
6824,2016,108000.0,0,0,0,19,16995
6825,2013,128000.0,6,0,1,52,11995
6826,2006,167000.0,0,0,2,26,6495
6827,2010,110000.0,0,0,1,26,10995
6828,2012,52705.0,7,0,2,13,15525
6829,2012,148000.0,6,1,0,40,5300
6830,2014,36528.0,7,2,2,13,18500
6831,2013,118000.0,0,0,1,26,11995
6832,2012,140000.0,7,2,2,12,9500
6833,2009,111000.0,6,2,1,10,6495
6834,2014,116325.0,4,1,0,57,14499
6835,2011,215043.0,5,0,1,27,11999
6836,2008,123000.0,0,0,1,21,5275
6837,2008,69419.0,1,2,2,44,15000
6838,2013,172361.0,0,0,0,21,5990
6839,2012,179018.0,7,2,2,12,7900
6840,2011,180025.0,7,2,2,12,6500
6841,2011,183520.0,5,0,1,27,13995
6842,2011,154450.0,5,0,2,27,9995
6843,2011,138000.0,6,2,2,10,4995
6844,2009,85000.0,6,2,1,10,8995
6845,2009,130000.0,0,0,1,21,5995
6846,2014,128000.0,0,0,1,26,10995
6847,2013,90708.0,5,0,2,27,19995
6848,2014,112083.0,0,0,0,21,9000
6849,2004,187300.0,0,0,1,21,3999
6850,2013,69000.0,0,0,1,26,14995
6851,2001,147000.0,7,2,2,12,2200
6852,2010,110000.0,6,1,0,40,6995
6853,2013,128000.0,6,0,1,52,11995
6854,2012,82000.0,6,1,1,40,8495
6855,2006,112000.0,6,2,2,10,1495
6856,2011,85000.0,6,1,1,40,7995
6857,2006,141000.0,5,0,2,27,11000
6858,2011,75000.0,6,1,1,40,8995
6859,2011,105000.0,6,1,1,40,6995
6860,2013,78000.0,6,1,0,36,6995
6861,2009,130000.0,6,1,1,52,4900
6862,2012,110000.0,6,1,1,40,7995
6863,2008,189000.0,0,0,1,26,3995
6864,2011,76987.0,7,2,2,18,17900
6865,2003,180000.0,2,2,2,44,6500
6866,2011,124000.0,6,1,1,40,6495
6867,2007,48000.0,5,0,2,27,13500
6868,2017,30158.0,6,0,0,40,19500
6869,2003,133850.0,5,0,2,27,9800
6870,2011,110000.0,6,1,1,40,6995
6871,2011,128000.0,6,1,1,40,6495
6872,2012,125000.0,0,1,0,21,5800
6873,2009,177779.0,5,0,2,27,10900
6874,2009,129264.0,5,0,2,27,13900
6875,2012,156686.0,5,0,1,27,17995
6876,2008,175866.0,5,2,2,27,7995
6877,2011,112000.0,6,2,2,10,4995
6878,2011,131004.0,5,0,2,27,15999
6879,2015,148000.0,0,0,1,26,9995
6880,2008,122000.0,6,1,1,52,4995
6881,2010,113000.0,6,1,1,52,7495
6882,2011,113000.0,6,1,1,52,7995
6883,2013,128000.0,6,0,1,52,11995
6884,2006,108000.0,7,2,2,13,6995
6885,2013,150000.0,0,0,1,26,8995
6886,2013,150000.0,0,0,1,26,8995
6887,2009,137000.0,0,1,0,21,5000
6888,2010,123383.0,0,2,2,24,11999
6889,2002,176000.0,5,0,2,28,6000
6890,2004,42600.0,1,2,2,53,15900
6891,2010,231994.0,5,0,2,28,18000
6892,2011,152000.0,6,2,2,10,6000
6893,2004,236000.0,6,2,2,52,2500
6894,2014,74000.0,0,1,1,26,16500
6895,2013,103732.0,7,2,2,18,14995
6896,2002,223936.0,2,2,2,44,4990
6897,2006,159846.0,0,2,2,24,7450
6898,2010,166656.0,0,2,1,26,7990
6899,2010,123383.0,0,2,2,24,11990
6900,2005,196000.0,5,2,2,28,11000
6901,2013,103732.0,7,2,2,18,14995
6902,2003,149055.0,5,0,2,27,2595
6903,2016,100000.0,7,2,1,11,21800
6904,2016,100000.0,7,2,1,11,21800
6905,2015,145661.0,6,1,0,40,9999
6906,2005,188000.0,0,2,2,23,13000
6907,2006,10000.0,5,2,2,29,1000
6908,2004,174000.0,0,0,2,23,13900
6909,2010,32988.0,7,2,2,18,18990
6910,2016,100000.0,7,2,1,11,21800
6911,2009,155000.0,7,2,2,18,7500
6912,2002,223936.0,2,2,2,44,4990
6913,2013,141000.0,0,1,1,19,9000
6914,2012,101156.0,6,1,0,33,8500
6915,2002,158000.0,6,1,1,52,2950
6916,2016,95000.0,5,2,2,27,27000
6917,2017,72849.0,0,0,1,24,29900
6918,2003,149055.0,5,0,2,27,2595
6919,2011,105000.0,6,1,2,10,2800
6920,2004,71450.0,1,2,2,53,11900
6921,2003,282407.0,1,2,2,28,3000
6922,2004,128000.0,5,2,2,28,15000
6923,2012,181000.0,0,2,2,24,11500
6924,2006,180000.0,0,2,1,26,1500
6925,2015,124994.0,6,1,0,33,6495
6926,2016,68000.0,0,1,1,19,26000
6927,2012,229000.0,3,1,0,36,2995
6928,2003,219500.0,0,1,2,24,3650
6929,2007,257687.0,0,2,1,38,5000
6930,2009,204000.0,6,1,0,36,3750
6931,2007,185466.0,6,1,0,40,4995
6932,2005,148000.0,0,0,2,23,21995
6933,2011,189950.0,0,2,2,24,9480
6934,2004,288000.0,5,2,2,28,4500
6935,2008,153000.0,6,1,0,36,3950
6936,2004,285406.0,0,0,2,23,12000
6937,2007,153000.0,3,1,0,36,3800
6938,2010,113300.0,4,1,0,56,9125
6939,2018,11432.0,5,0,1,27,27800
6940,2003,167000.0,5,2,1,26,5500
6941,2005,128000.0,2,2,2,44,7800
6942,2007,169000.0,0,2,1,26,7300
6943,2016,169000.0,5,2,1,27,21300
6944,2017,72849.0,0,0,1,24,29900
6945,2012,85000.0,6,1,0,36,7981
6946,2015,122000.0,0,1,1,34,14990
6947,2015,144000.0,5,0,2,28,29990
6948,2014,93102.0,3,1,0,36,7480
6949,2011,189950.0,0,2,2,24,9480
6950,2005,165123.0,0,2,1,26,6595
6951,2009,103110.0,6,1,1,52,5940
6952,2012,101927.0,6,1,0,36,6240
6953,2011,147555.0,2,2,1,44,7448
6954,2003,228230.0,0,0,2,26,1400
6955,2011,189950.0,0,2,2,24,8880
6956,2012,110554.0,7,1,0,71,8500
6957,2011,51000.0,7,0,0,21,9800
6958,2016,43000.0,6,1,0,40,14450
6959,2005,182000.0,0,0,1,21,3000
6960,2007,126025.0,7,1,1,37,2500
6961,2017,134966.0,6,1,0,40,12600
6962,2011,170208.0,6,2,1,52,7000
6963,2007,167000.0,0,0,2,24,13850
6964,2005,76350.0,2,2,1,44,7980
6965,2007,213294.0,0,0,2,24,8999
6966,2011,189950.0,0,2,2,24,8880
6967,2004,150000.0,0,0,2,24,5000
6968,2003,165000.0,0,0,2,26,2900
6969,2011,112000.0,0,0,0,21,6900
6970,2014,93102.0,3,1,0,36,7480
6971,2010,221501.0,6,1,1,52,5480
6972,2011,189950.0,0,2,2,24,9480
6973,2014,180000.0,0,2,1,21,7495
6974,2013,122525.0,0,1,0,21,7500
6975,2017,41440.0,0,1,0,21,19500
6976,2017,41440.0,0,1,0,21,19500
6977,2017,72849.0,0,0,1,24,29900
6978,2012,295000.0,7,0,1,13,8500
6979,2013,195000.0,7,1,0,57,7000
6980,2002,88500.0,1,1,0,44,7900
6981,2002,88500.0,1,1,0,44,8500
6982,2010,111500.0,0,0,1,21,9500
6983,2014,180000.0,0,2,1,21,7495
6984,2008,138707.0,5,0,2,30,22000
6985,2014,116600.0,5,0,2,27,25000
6986,2008,200083.0,0,0,1,26,4500
6987,2013,81600.0,0,0,0,21,11100
6988,2007,160000.0,6,1,0,36,1800
6989,2002,94000.0,6,2,2,10,3900
6990,2018,10209.0,3,1,0,36,22995
6991,2014,84787.0,0,0,1,34,16995
6992,2007,186090.0,0,1,1,19,4988
6993,2004,193000.0,0,0,2,23,11900
6994,2014,85854.0,5,0,2,29,21900
6995,2008,138707.0,5,0,2,30,22000
6996,2014,84787.0,0,0,1,34,16995
6997,2015,107620.0,0,0,1,24,22845
6998,2014,14100.0,6,1,0,40,12800
6999,2012,163000.0,0,0,0,21,6250
7000,2017,72849.0,0,0,1,24,29900
7001,2015,171000.0,0,0,1,27,19995
7002,2003,149055.0,5,0,2,27,2595
7003,2015,108570.0,6,1,0,40,9000
7004,2006,156000.0,5,0,2,27,5900
7005,2012,79165.0,6,0,1,26,9200
7006,2014,85400.0,6,0,0,40,12500
7007,2010,142000.0,6,0,1,40,6500
7008,2014,80000.0,6,1,0,40,9995
7009,2005,97000.0,4,1,1,37,4250
7010,2002,196000.0,6,0,2,27,4000
7011,2002,110000.0,0,0,2,23,25000
7012,2012,69500.0,0,0,1,21,9300
7013,2003,65245.0,1,2,2,44,26000
7014,2014,191000.0,5,2,1,27,10500
7015,2014,74496.0,0,1,0,5,9995
7016,2003,208594.0,5,0,2,27,5000
7017,2008,108057.0,6,1,0,40,5000
7018,2014,219581.0,7,1,0,57,9500
7019,2017,72849.0,0,0,1,24,29900
7020,2014,97377.0,7,1,0,69,12995
7021,2018,74619.0,0,1,1,26,22599
7022,2015,94557.0,7,1,0,57,14950
7023,2015,90450.0,0,1,1,34,18990
7024,2016,88967.0,0,2,1,24,21299
7025,2006,147538.0,0,0,2,24,8000
7026,2016,44182.0,2,2,0,44,22791
7027,2014,61824.0,2,2,1,44,17549
7028,2014,114803.0,2,2,1,44,14599
7029,2009,118000.0,2,1,0,40,3800
7030,2017,159393.0,0,1,0,21,10900
7031,2013,95146.0,6,1,0,40,9995
7032,2005,152129.0,5,1,0,29,27000
7033,2014,74496.0,0,1,0,5,9995
7034,2014,97377.0,7,1,0,69,12995
7035,2017,113617.0,7,2,1,49,22300
7036,2014,45026.0,7,1,0,57,17600
7037,2017,108482.0,7,2,1,49,23900
7038,2014,219581.0,7,1,0,57,9500
7039,2005,149000.0,2,2,2,44,8500
7040,2014,74496.0,0,1,0,5,9995
7041,2014,99000.0,6,1,0,40,12000
7042,2006,250000.0,0,0,2,26,5000
7043,2012,123695.0,0,1,1,21,8495
7044,2010,131000.0,6,1,1,52,6800
7045,2015,44234.0,6,1,0,36,9495
7046,2014,74496.0,0,1,0,5,9995
7047,2013,79500.0,0,1,1,26,16900
7048,2012,124134.0,6,1,0,40,5280
7049,2007,233023.0,0,1,1,24,3500
7050,2014,17237.0,6,1,0,36,12500
7051,2018,179021.0,5,1,2,27,27995
7052,2014,35173.0,7,1,0,57,16900
7053,2014,219581.0,7,1,0,57,9500
7054,2001,197000.0,0,2,2,23,6000
7055,2009,156000.0,0,0,2,24,5500
7056,2017,82117.0,0,1,1,26,21500
7057,2016,72870.0,5,0,1,27,29500
7058,2014,219581.0,7,1,0,57,9500
7059,2017,141625.0,7,2,1,49,20300
7060,2010,177000.0,7,2,2,12,9950
7061,2015,104112.0,6,1,1,52,9995
7062,2010,177000.0,7,2,2,12,9950
7063,2010,177000.0,7,2,2,12,9950
7064,2013,126048.0,3,1,0,5,8490
7065,2006,117403.0,2,2,2,44,10990
7066,2010,181000.0,5,2,2,27,5500
7067,2019,12000.0,6,1,0,33,9999
7068,2016,116472.0,6,1,0,40,10999
7069,2001,159000.0,0,0,1,26,4200
7070,2003,246000.0,5,0,2,29,12500
7071,2010,135828.0,5,0,2,27,14950
7072,2006,101310.0,5,2,2,27,9950
7073,2007,152000.0,6,2,0,36,1250
7074,2015,98470.0,0,1,0,21,11991
7075,2006,150000.0,1,1,1,44,4000
7076,2004,268000.0,1,0,2,24,4000
7077,2002,137000.0,0,0,2,24,5500
7078,2010,200000.0,6,1,1,52,5900
7079,2014,219581.0,7,1,0,57,9500
7080,2004,160000.0,5,0,2,46,6500
7081,2008,141000.0,5,0,2,29,11950
7082,2008,50241.0,5,2,0,46,10821
7083,2015,90450.0,0,1,1,34,18990
7084,2016,88967.0,0,2,1,24,21299
7085,2006,147538.0,0,0,2,24,8000
7086,2014,61824.0,2,2,1,44,17549
7087,2014,114803.0,2,2,1,44,14599
7088,2015,94557.0,7,1,0,57,14950
7089,2016,44182.0,2,2,0,44,22791
7090,2018,74619.0,0,1,1,26,22599
7091,2006,41000.0,0,0,2,27,9600
7092,2015,52069.0,6,1,0,40,15450
7093,2015,98470.0,0,1,0,21,11991
7094,2003,149055.0,5,0,2,27,2595
7095,2014,219581.0,7,1,0,57,9500
7096,2014,45026.0,7,1,0,57,17600
7097,2017,108482.0,7,2,1,49,23900
7098,2017,113617.0,7,2,1,49,22300
7099,2008,150000.0,6,2,2,10,1500
7100,2013,134183.0,0,0,1,26,17000
7101,2016,100000.0,7,2,1,11,21800
7102,2012,48000.0,2,2,1,44,15000
7103,2016,100000.0,7,2,1,11,21800
7104,2015,98470.0,0,1,0,21,11992
7105,2003,214810.0,5,0,2,28,18500
7106,2012,130000.0,3,0,0,36,2995
7107,2016,116472.0,6,1,0,40,10999
7108,2014,35173.0,7,1,0,57,16900
7109,2014,219581.0,7,1,0,57,9500
7110,2009,149000.0,0,0,1,21,6500
7111,2016,100000.0,7,2,1,11,21800
7112,2003,214236.0,0,0,1,26,1000
7113,2016,116472.0,6,1,0,40,10999
7114,2016,55000.0,6,0,1,52,12500
7115,2017,141625.0,7,2,1,49,20300
7116,2014,219581.0,7,1,0,57,9500
7117,2010,177000.0,7,2,2,12,9950
7118,2016,121846.0,0,1,1,26,19900
7119,2013,147000.0,6,1,0,36,1600
7120,2012,176000.0,6,1,0,40,5700
7121,2005,170000.0,0,1,1,21,3800
7122,2006,129055.0,5,1,1,27,5895
7123,2012,96000.0,0,0,1,26,13499
7124,2013,154000.0,0,2,1,19,9800
7125,2007,166000.0,0,0,2,24,6750
7126,2014,219581.0,7,1,0,57,9500
7127,2004,228503.0,0,1,1,21,3500
7128,2005,217542.0,6,1,0,36,1800
7129,2004,202000.0,0,1,1,21,3495
7130,2014,45026.0,7,1,0,57,17600
7131,2017,108482.0,7,2,1,49,23900
7132,2014,219581.0,7,1,0,57,9500
7133,2017,113617.0,7,2,1,49,22300
7134,2003,149055.0,5,0,2,27,2595
7135,2014,101000.0,0,2,0,21,9950
7136,2010,32988.0,7,2,2,18,18990
7137,2014,219581.0,7,1,0,57,9500
7138,2014,35173.0,7,1,0,57,16900
7139,2010,196000.0,6,1,0,21,4250
7140,2017,141625.0,7,2,1,49,20300
7141,2014,219581.0,7,1,0,57,9500
7142,2010,177000.0,7,2,2,12,9950
7143,2010,135000.0,6,2,2,10,6000
7144,2003,183000.0,0,1,1,26,4700
7145,2003,160000.0,0,1,2,24,3995
7146,2018,64325.0,6,1,0,36,10500
7147,2002,149000.0,0,1,1,21,3595
7148,2008,187000.0,6,1,0,36,3500
7149,2001,187949.0,7,2,2,13,5500
7150,2012,142936.0,0,1,2,19,8987
7151,2009,99000.0,5,2,0,46,10500
7152,2013,149087.0,7,2,2,15,12995
7153,2006,210000.0,0,0,2,24,1500
7154,2006,129055.0,5,0,2,27,5895
7155,2004,244000.0,0,0,2,24,3000
7156,2014,99990.0,0,1,1,19,14975
7157,2017,99665.0,6,1,0,36,12290
7158,2013,106350.0,7,2,2,18,17600
7159,2008,204751.0,0,2,2,28,11800
7160,2016,135193.0,7,2,1,56,21900
7161,2011,40287.0,7,2,2,13,17800
7162,2012,208534.0,7,2,2,18,11700
7163,2007,74771.0,7,2,2,11,12700
7164,2014,144431.0,7,1,0,60,13988
7165,2015,252810.0,0,0,1,24,17900
7166,2015,88578.0,4,1,0,57,16900
7167,2015,146162.0,7,2,1,56,20700
7168,2014,219581.0,7,1,0,57,9500
7169,2003,147055.0,0,0,1,26,2795
7170,2012,159149.0,7,2,2,12,14900
7171,2005,218000.0,0,1,0,12,3200
7172,2017,72849.0,0,0,1,24,29900
7173,2019,84242.0,4,1,0,57,17988
7174,2019,48500.0,3,1,0,33,19500
7175,2014,144431.0,7,1,0,60,13988
7176,2015,94557.0,7,1,0,57,14950
7177,2018,74619.0,0,1,1,26,22599
7178,2006,147538.0,0,0,2,24,8000
7179,2016,88967.0,0,2,1,24,21299
7180,2015,90450.0,0,1,1,34,18990
7181,2014,61824.0,2,2,1,44,17549
7182,2016,44182.0,2,2,0,44,22791
7183,2014,114803.0,2,2,1,44,14599
7184,2007,74771.0,7,2,2,11,12700
7185,2011,168841.0,7,0,1,34,13900
7186,2008,204751.0,0,2,2,28,11800
7187,2016,135193.0,7,2,1,56,21900
7188,2015,252810.0,0,0,1,24,19788
7189,2015,88578.0,4,1,0,57,16900
7190,2015,146162.0,7,2,1,56,20700
7191,2012,208534.0,7,2,2,18,11700
7192,2011,40287.0,7,2,2,13,17800
7193,2005,100000.0,0,0,2,23,7900
7194,2014,96331.0,7,2,2,12,17900
7195,2016,62000.0,7,1,2,52,11295
7196,2013,262714.0,0,0,2,24,12900
7197,2006,140188.0,6,1,0,36,4900
7198,2012,86000.0,0,1,0,21,8500
7199,2009,108915.0,2,2,1,44,9675
7200,2014,219581.0,7,1,0,57,9500
7201,2017,113617.0,7,2,1,49,22300
7202,2017,108482.0,7,2,1,49,23900
7203,2014,45026.0,7,1,0,57,17600
7204,2012,208534.0,7,2,2,18,11700
7205,2016,96553.0,0,0,1,19,3500
7206,2011,40287.0,7,2,2,13,17800
7207,2015,146162.0,7,2,1,56,20700
7208,2015,88578.0,4,1,0,57,16900
7209,2013,106350.0,7,2,2,18,18700
7210,2013,153961.0,7,2,2,13,16900
7211,2016,135193.0,7,2,1,56,21900
7212,2008,204751.0,0,2,2,28,11800
7213,2006,140188.0,6,1,0,36,4900
7214,2013,262714.0,0,0,2,24,12900
7215,2006,111567.0,6,1,1,52,2995
7216,2012,162250.0,6,1,0,40,7500
7217,2009,192000.0,6,1,0,36,4200
7218,2015,252810.0,0,0,1,24,19788
7219,2014,144431.0,7,1,0,60,13988
7220,2019,4001.0,5,2,2,27,26500
7221,2002,149953.0,6,2,2,10,3000
7222,2014,180752.0,5,0,2,27,16500
7223,2006,126000.0,5,0,2,27,13500
7224,2019,9568.0,3,1,0,33,9500
7225,2007,142000.0,0,0,1,26,6600
7226,2008,170863.0,0,0,2,24,7995
7227,2008,135996.0,0,0,0,21,5995
7228,2006,116000.0,7,0,1,37,2500
7229,2010,177000.0,7,2,2,12,9950
7230,2010,169999.0,5,2,2,29,18995
7231,2008,211298.0,5,0,2,29,20995
7232,2007,157000.0,6,1,1,52,2500
7233,2014,147755.0,2,1,1,44,5000
7234,2011,250860.0,5,0,2,28,24900
7235,2014,147755.0,2,0,1,44,3500
7236,2005,103590.0,2,2,2,44,11900
7237,2001,129804.0,5,2,2,43,16995
7238,2015,129766.0,6,1,0,36,6995
7239,2013,113330.0,0,1,1,19,12500
7240,2012,154458.0,0,0,2,24,4000
7241,2003,149055.0,5,0,2,27,2595
7242,2012,154458.0,0,0,2,24,4000
7243,2019,12975.0,0,1,0,21,23500
7244,2013,113330.0,0,1,1,19,12500
7245,2003,171382.0,2,2,2,44,6995
7246,2015,129766.0,6,1,0,36,6995
7247,2013,113330.0,0,1,1,19,12500
7248,2015,129766.0,6,1,0,36,6995
7249,2014,147755.0,2,1,1,44,3500
7250,2003,171382.0,2,2,2,44,6995
7251,2014,147755.0,2,2,1,44,4000
7252,2014,147755.0,2,2,1,44,5000
7253,2011,250860.0,5,0,2,28,24900
7254,2013,78800.0,5,2,1,27,19000
7255,2018,32432.0,0,1,0,19,26995
7256,2017,80200.0,0,2,1,24,28500
7257,2016,95200.0,0,2,1,24,26500
7258,2010,169999.0,5,2,2,29,18995
7259,2008,211298.0,5,0,2,29,20995
7260,2008,35700.0,7,2,2,12,13000
7261,2015,67161.0,2,2,0,44,20995
7262,2017,50230.0,0,1,0,21,12900
7263,2013,149000.0,6,1,0,33,4995
7264,2010,67777.0,5,2,2,27,19999
7265,2002,180000.0,5,2,2,28,12000
7266,2006,121100.0,2,2,1,44,4500
7267,2007,149000.0,7,2,2,18,4000
7268,2006,129055.0,5,2,2,27,5895
7269,2011,190000.0,6,1,0,40,4799
7270,2011,190000.0,6,1,0,40,4799
7271,2003,192000.0,6,2,2,10,3000
7272,2009,102515.0,6,1,0,36,4250
7273,2018,36000.0,0,1,1,26,22500
7274,2007,225570.0,5,2,1,27,4000
7275,2011,96120.0,6,2,2,10,5950
7276,2006,97076.0,6,1,1,52,3200
7277,2003,147055.0,0,0,1,26,2795
7278,2007,169000.0,0,2,1,38,1750
7279,2001,60100.0,2,1,1,44,8500
7280,2012,251000.0,3,1,0,36,2900
7281,2008,105000.0,0,1,1,21,6200
7282,2010,169999.0,5,2,2,29,18995
7283,2008,211298.0,5,0,2,29,20995
7284,2013,132800.0,0,2,2,26,9950
7285,2008,2000.0,5,0,2,29,18000
7286,2017,115000.0,0,0,1,10,19977
7287,2015,70000.0,3,1,0,36,12900
7288,2002,170511.0,0,2,1,26,1500
7289,2013,91000.0,3,1,0,36,6400
7290,2011,190000.0,6,1,0,40,4799
7291,2012,129871.0,6,1,0,40,6250
7292,2007,110000.0,2,2,1,44,8499
7293,2011,131629.0,2,2,2,44,14990
7294,2016,64681.0,2,2,0,44,20997
7295,2018,32432.0,0,1,0,19,26995
